Data:Z,A,E0,ThetaDeg,nu,cross,error,dataSet
26,56,0.2356,180,0.0821,8712.236,174.24482,Hotta:1984
26,56,0.2356,180,0.0871,9108.164,182.16338,Hotta:1984
26,56,0.2356,180,0.0921,9342.424,186.84858,Hotta:1984
26,56,0.2356,180,0.0971,9385.272,187.70554,Hotta:1984
26,56,0.2356,180,0.1021,9245.392,184.90794,Hotta:1984
26,56,0.2356,180,0.1071,8926.164,178.52338,Hotta:1984
26,56,0.2356,180,0.1121,8452.028,169.04066,Hotta:1984
26,56,0.2356,180,0.1171,7844.408,156.88826,Hotta:1984
26,56,0.2356,180,0.1221,7175.376,143.50762,Hotta:1984
26,56,0.2356,180,0.1271,6478.212,129.56434,Hotta:1984
26,56,0.2356,180,0.1321,5793.58,115.8717,Hotta:1984
26,56,0.2356,180,0.1371,5153.616,103.07242,Hotta:1984
26,56,0.2356,180,0.1421,4580.108,91.60226,Hotta:1984
26,56,0.2356,180,0.1471,4108.416,82.16842,Hotta:1984
26,56,0.2356,180,0.1521,3693.976,73.87962,Hotta:1984
26,56,0.2356,180,0.1571,3359.148,67.18306,Hotta:1984
26,56,0.2356,180,0.1621,3098.16,61.9633,Hotta:1984
26,56,0.2356,180,0.1671,2927.444,58.54898,Hotta:1984
26,56,0.2356,180,0.1721,2794.844,55.89698,Hotta:1984
26,56,0.2519,180,0.0123,0,0.0001,Hotta:1984
26,56,0.2519,180,0.0173,0,0.0001,Hotta:1984
26,56,0.2519,180,0.0223,0,0.0001,Hotta:1984
26,56,0.2519,180,0.0273,0,0.0001,Hotta:1984
26,56,0.2519,180,0.0323,634.608,12.69226,Hotta:1984
26,56,0.2519,180,0.0373,1203.696,24.07402,Hotta:1984
26,56,0.2519,180,0.0423,1663.792,33.27594,Hotta:1984
26,56,0.2519,180,0.0473,2193.516,43.87042,Hotta:1984
26,56,0.2519,180,0.0523,2785.172,55.70354,Hotta:1984
26,56,0.2519,180,0.0573,3425.552,68.51114,Hotta:1984
26,56,0.2519,180,0.0623,4095.052,81.90114,Hotta:1984
26,56,0.2519,180,0.0673,4775.992,95.51994,Hotta:1984
26,56,0.2519,180,0.0723,5450.64,109.0129,Hotta:1984
26,56,0.2519,180,0.0773,6094.036,121.88082,Hotta:1984
26,56,0.2519,180,0.0823,6690.996,133.82002,Hotta:1984
26,56,0.2519,180,0.0873,7211.412,144.22834,Hotta:1984
26,56,0.2519,180,0.0923,7642.18,152.8437,Hotta:1984
26,56,0.2519,180,0.0973,7949.448,158.98906,Hotta:1984
26,56,0.2519,180,0.1023,8127.6,162.5521,Hotta:1984
26,56,0.2519,180,0.1073,8148.712,162.97434,Hotta:1984
26,56,0.2519,180,0.1123,8025.368,160.50746,Hotta:1984
26,56,0.2519,180,0.1173,7758.972,155.17954,Hotta:1984
26,56,0.2519,180,0.1223,7354.62,147.0925,Hotta:1984
26,56,0.2519,180,0.1273,6866.704,137.33418,Hotta:1984
26,56,0.2519,180,0.1323,6319.404,126.38818,Hotta:1984
26,56,0.2519,180,0.1373,5749.172,114.98354,Hotta:1984
26,56,0.2519,180,0.1423,5188.924,103.77858,Hotta:1984
26,56,0.2519,180,0.1473,4665.388,93.30786,Hotta:1984
26,56,0.2519,180,0.1523,4197.284,83.94578,Hotta:1984
26,56,0.2519,180,0.1573,3795.428,75.90866,Hotta:1984
26,56,0.2519,180,0.1623,3463.98,69.2797,Hotta:1984
26,56,0.2519,180,0.1673,3202.004,64.04018,Hotta:1984
26,56,0.2519,180,0.1723,3026.088,60.52186,Hotta:1984
26,56,0.2519,180,0.1773,2888.756,57.77522,Hotta:1984
26,56,0.2519,180,0.1823,2806.908,56.13826,Hotta:1984
26,56,0.2519,180,0.1873,2793.908,55.87826,Hotta:1984
26,56,0.2519,180,0.1923,2826.46,56.5293,Hotta:1984
26,56,0.2712,180,0.0127,0,0.0001,Hotta:1984
26,56,0.2712,180,0.0177,0,0.0001,Hotta:1984
26,56,0.2712,180,0.0227,0,0.0001,Hotta:1984
26,56,0.2712,180,0.0277,0,0.0001,Hotta:1984
26,56,0.2712,180,0.0327,286.208,5.72426,Hotta:1984
26,56,0.2712,180,0.0377,639.496,12.79002,Hotta:1984
26,56,0.2712,180,0.0427,900.744,18.01498,Hotta:1984
26,56,0.2712,180,0.0477,1215.656,24.31322,Hotta:1984
26,56,0.2712,180,0.0527,1586.208,31.72426,Hotta:1984
26,56,0.2712,180,0.0577,2008.604,40.17218,Hotta:1984
26,56,0.2712,180,0.0627,2476.708,49.53426,Hotta:1984
26,56,0.2712,180,0.0677,2980.64,59.6129,Hotta:1984
26,56,0.2712,180,0.0727,3509.844,70.19698,Hotta:1984
26,56,0.2712,180,0.0777,4047.524,80.95058,Hotta:1984
26,56,0.2712,180,0.0827,4581.356,91.62722,Hotta:1984
26,56,0.2712,180,0.0877,5099.38,101.9877,Hotta:1984
26,56,0.2712,180,0.0927,5580.172,111.60354,Hotta:1984
26,56,0.2712,180,0.0977,6010.108,120.20226,Hotta:1984
26,56,0.2712,180,0.1027,6375.512,127.51034,Hotta:1984
26,56,0.2712,180,0.1077,6650.8,133.0161,Hotta:1984
26,56,0.2712,180,0.1127,6829.836,136.59682,Hotta:1984
26,56,0.2712,180,0.1177,6897.488,137.94986,Hotta:1984
26,56,0.2712,180,0.1227,6836.7,136.7341,Hotta:1984
26,56,0.2712,180,0.1277,6669.26,133.3853,Hotta:1984
26,56,0.2712,180,0.1327,6399.276,127.98562,Hotta:1984
26,56,0.2712,180,0.1377,6029.66,120.5933,Hotta:1984
26,56,0.2712,180,0.1427,5614.492,112.28994,Hotta:1984
26,56,0.2712,180,0.1477,5169.372,103.38754,Hotta:1984
26,56,0.2712,180,0.1527,4721.548,94.43106,Hotta:1984
26,56,0.2712,180,0.1577,4294.784,85.89578,Hotta:1984
26,56,0.2712,180,0.1627,3907.176,78.14362,Hotta:1984
26,56,0.2712,180,0.1677,3571.1,71.4221,Hotta:1984
26,56,0.2712,180,0.1727,3293.16,65.8633,Hotta:1984
26,56,0.2712,180,0.1777,3075.54,61.5109,Hotta:1984
26,56,0.2712,180,0.1827,2916.732,58.33474,Hotta:1984
26,56,0.2712,180,0.1877,2813.512,56.27034,Hotta:1984
26,56,0.2712,180,0.1927,2776.54,55.5309,Hotta:1984
26,56,0.2712,180,0.1977,2771.652,55.43314,Hotta:1984
26,56,0.2712,180,0.2027,2812.056,56.24122,Hotta:1984
26,56,0.2928,180,0.0132,0,0.0001,Hotta:1984
26,56,0.2928,180,0.0182,0,0.0001,Hotta:1984
26,56,0.2928,180,0.0232,0,0.0001,Hotta:1984
26,56,0.2928,180,0.0282,0,0.0001,Hotta:1984
26,56,0.2928,180,0.0332,102.544,2.05098,Hotta:1984
26,56,0.2928,180,0.0382,284.284,5.68578,Hotta:1984
26,56,0.2928,180,0.0432,432.64,8.6529,Hotta:1984
26,56,0.2928,180,0.0482,594.36,11.8873,Hotta:1984
26,56,0.2928,180,0.0532,792.584,15.85178,Hotta:1984
26,56,0.2928,180,0.0582,1030.9,20.6181,Hotta:1984
26,56,0.2928,180,0.0632,1309.776,26.19562,Hotta:1984
26,56,0.2928,180,0.0682,1628.068,32.56146,Hotta:1984
26,56,0.2928,180,0.0732,1981.824,39.63658,Hotta:1984
26,56,0.2928,180,0.0782,2364.648,47.29306,Hotta:1984
26,56,0.2928,180,0.0832,2769.884,55.39778,Hotta:1984
26,56,0.2928,180,0.0882,3185.832,63.71674,Hotta:1984
26,56,0.2928,180,0.0932,3604.328,72.08666,Hotta:1984
26,56,0.2928,180,0.0982,4017.676,80.35362,Hotta:1984
26,56,0.2928,180,0.1032,4410.172,88.20354,Hotta:1984
26,56,0.2928,180,0.1082,4772.612,95.45234,Hotta:1984
26,56,0.2928,180,0.1132,5095.896,101.91802,Hotta:1984
26,56,0.2928,180,0.1182,5359.12,107.1825,Hotta:1984
26,56,0.2928,180,0.1232,5558.488,111.16986,Hotta:1984
26,56,0.2928,180,0.1282,5671.744,113.43498,Hotta:1984
26,56,0.2928,180,0.1332,5703.568,114.07146,Hotta:1984
26,56,0.2928,180,0.1382,5637.112,112.74234,Hotta:1984
26,56,0.2928,180,0.1432,5491.512,109.83034,Hotta:1984
26,56,0.2928,180,0.1482,5270.46,105.4093,Hotta:1984
26,56,0.2928,180,0.1532,4976.452,99.52914,Hotta:1984
26,56,0.2928,180,0.1582,4652.752,93.05514,Hotta:1984
26,56,0.2928,180,0.1632,4310.28,86.2057,Hotta:1984
26,56,0.2928,180,0.1682,3969.732,79.39474,Hotta:1984
26,56,0.2928,180,0.1732,3649.152,72.98314,Hotta:1984
26,56,0.2928,180,0.1782,3362.528,67.25066,Hotta:1984
26,56,0.2928,180,0.1832,3119.428,62.38866,Hotta:1984
26,56,0.2928,180,0.1882,2925.364,58.50738,Hotta:1984
26,56,0.2928,180,0.1932,2782.364,55.64738,Hotta:1984
26,56,0.2928,180,0.1982,2690.116,53.80242,Hotta:1984
26,56,0.2928,180,0.2032,2646.488,52.92986,Hotta:1984
26,56,0.2928,180,0.2082,2648.62,52.9725,Hotta:1984
26,56,0.2928,180,0.2132,2693.652,53.87314,Hotta:1984
26,56,0.2928,180,0.2182,2787.304,55.74618,Hotta:1984
26,56,0.2928,180,0.2232,2912.104,58.24218,Hotta:1984
26,56,0.3122,180,0.0137,0,0.0001,Hotta:1984
26,56,0.3122,180,0.0187,0,0.0001,Hotta:1984
26,56,0.3122,180,0.0237,0,0.0001,Hotta:1984
26,56,0.3122,180,0.0287,0,0.0001,Hotta:1984
26,56,0.3122,180,0.0337,28.652,0.57314,Hotta:1984
26,56,0.3122,180,0.0387,127.504,2.55018,Hotta:1984
26,56,0.3122,180,0.0437,218.348,4.36706,Hotta:1984
26,56,0.3122,180,0.0487,302.64,6.0529,Hotta:1984
26,56,0.3122,180,0.0537,408.512,8.17034,Hotta:1984
26,56,0.3122,180,0.0587,539.5,10.7901,Hotta:1984
26,56,0.3122,180,0.0637,698.724,13.97458,Hotta:1984
26,56,0.3122,180,0.0687,889.304,17.78618,Hotta:1984
26,56,0.3122,180,0.0737,1110.98,22.2197,Hotta:1984
26,56,0.3122,180,0.0787,1363.284,27.26578,Hotta:1984
26,56,0.3122,180,0.0837,1643.512,32.87034,Hotta:1984
26,56,0.3122,180,0.0887,1947.14,38.9429,Hotta:1984
26,56,0.3122,180,0.0937,2269.644,45.39298,Hotta:1984
26,56,0.3122,180,0.0987,2602.288,52.04586,Hotta:1984
26,56,0.3122,180,0.1037,2939.508,58.79026,Hotta:1984
26,56,0.3122,180,0.1087,3273.972,65.47954,Hotta:1984
26,56,0.3122,180,0.1137,3600.012,72.00034,Hotta:1984
26,56,0.3122,180,0.1187,3904.836,78.09682,Hotta:1984
26,56,0.3122,180,0.1237,4184.492,83.68994,Hotta:1984
26,56,0.3122,180,0.1287,4421.456,88.42922,Hotta:1984
26,56,0.3122,180,0.1337,4614.584,92.29178,Hotta:1984
26,56,0.3122,180,0.1387,4742.712,94.85434,Hotta:1984
26,56,0.3122,180,0.1437,4811.612,96.23234,Hotta:1984
26,56,0.3122,180,0.1487,4801.316,96.02642,Hotta:1984
26,56,0.3122,180,0.1537,4729.036,94.58082,Hotta:1984
26,56,0.3122,180,0.1587,4581.46,91.6293,Hotta:1984
26,56,0.3122,180,0.1637,4387.604,87.75218,Hotta:1984
26,56,0.3122,180,0.1687,4153.292,83.06594,Hotta:1984
26,56,0.3122,180,0.1737,3880.084,77.60178,Hotta:1984
26,56,0.3122,180,0.1787,3610.568,72.21146,Hotta:1984
26,56,0.3122,180,0.1837,3349.112,66.98234,Hotta:1984
26,56,0.3122,180,0.1887,3109.34,62.1869,Hotta:1984
26,56,0.3122,180,0.1937,2901.756,58.03522,Hotta:1984
26,56,0.3122,180,0.1987,2733.432,54.66874,Hotta:1984
26,56,0.3122,180,0.2037,2608.372,52.16754,Hotta:1984
26,56,0.3122,180,0.2087,2528.032,50.56074,Hotta:1984
26,56,0.3122,180,0.2137,2492.152,49.84314,Hotta:1984
26,56,0.3122,180,0.2187,2499.224,49.98458,Hotta:1984
26,56,0.3122,180,0.2237,2547.168,50.94346,Hotta:1984
26,56,0.3122,180,0.2287,2633.852,52.67714,Hotta:1984
26,56,0.3122,180,0.2337,2757.352,55.14714,Hotta:1984
26,56,0.3331,180,0.0142,0,0.0001,Hotta:1984
26,56,0.3331,180,0.0192,0,0.0001,Hotta:1984
26,56,0.3331,180,0.0242,0,0.0001,Hotta:1984
26,56,0.3331,180,0.0292,0,0.0001,Hotta:1984
26,56,0.3331,180,0.0342,0,0.0001,Hotta:1984
26,56,0.3331,180,0.0392,49.972,0.99954,Hotta:1984
26,56,0.3331,180,0.0442,102.648,2.05306,Hotta:1984
26,56,0.3331,180,0.0492,142.948,2.85906,Hotta:1984
26,56,0.3331,180,0.0542,194.324,3.88658,Hotta:1984
26,56,0.3331,180,0.0592,259.012,5.18034,Hotta:1984
26,56,0.3331,180,0.0642,339.768,6.79546,Hotta:1984
26,56,0.3331,180,0.0692,439.14,8.7829,Hotta:1984
26,56,0.3331,180,0.0742,559.832,11.19674,Hotta:1984
26,56,0.3331,180,0.0792,703.612,14.07234,Hotta:1984
26,56,0.3331,180,0.0842,871.52,17.4305,Hotta:1984
26,56,0.3331,180,0.0892,1063.868,21.27746,Hotta:1984
26,56,0.3331,180,0.0942,1278.056,25.56122,Hotta:1984
26,56,0.3331,180,0.0992,1511.848,30.23706,Hotta:1984
26,56,0.3331,180,0.1042,1761.292,35.22594,Hotta:1984
26,56,0.3331,180,0.1092,2022.124,40.44258,Hotta:1984
26,56,0.3331,180,0.1142,2290.86,45.8173,Hotta:1984
26,56,0.3331,180,0.1192,2559.908,51.19826,Hotta:1984
26,56,0.3331,180,0.1242,2825.212,56.50434,Hotta:1984
26,56,0.3331,180,0.1292,3083.132,61.66274,Hotta:1984
26,56,0.3331,180,0.1342,3322.228,66.44466,Hotta:1984
26,56,0.3331,180,0.1392,3537.456,70.74922,Hotta:1984
26,56,0.3331,180,0.1442,3724.24,74.4849,Hotta:1984
26,56,0.3331,180,0.1492,3867.552,77.35114,Hotta:1984
26,56,0.3331,180,0.1542,3968.588,79.37186,Hotta:1984
26,56,0.3331,180,0.1592,4011.8,80.2361,Hotta:1984
26,56,0.3331,180,0.1642,4005.976,80.11962,Hotta:1984
26,56,0.3331,180,0.1692,3938.74,78.7749,Hotta:1984
26,56,0.3331,180,0.1742,3828.708,76.57426,Hotta:1984
26,56,0.3331,180,0.1792,3678.272,73.56554,Hotta:1984
26,56,0.3331,180,0.1842,3485.872,69.71754,Hotta:1984
26,56,0.3331,180,0.1892,3285.464,65.70938,Hotta:1984
26,56,0.3331,180,0.1942,3080.896,61.61802,Hotta:1984
26,56,0.3331,180,0.1992,2872.168,57.44346,Hotta:1984
26,56,0.3331,180,0.2042,2693.496,53.87002,Hotta:1984
26,56,0.3331,180,0.2092,2542.592,50.85194,Hotta:1984
26,56,0.3331,180,0.2142,2425.644,48.51298,Hotta:1984
26,56,0.3331,180,0.2192,2346.24,46.9249,Hotta:1984
26,56,0.3331,180,0.2242,2305.992,46.11994,Hotta:1984
26,56,0.3331,180,0.2292,2304.9,46.0981,Hotta:1984
26,56,0.3331,180,0.2342,2341.976,46.83962,Hotta:1984
26,56,0.3331,180,0.2392,2415.608,48.31226,Hotta:1984
26,56,0.3331,180,0.2442,2524.132,50.48274,Hotta:1984
26,56,0.3331,180,0.2492,2665.832,53.31674,Hotta:1984
26,56,0.3331,180,0.2542,2840.032,56.80074,Hotta:1984
26,56,0.5553,180,0.2724,343.46,6.8693,Hotta:1984
26,56,0.5553,180,0.2774,379.288,7.58586,Hotta:1984
26,56,0.5553,180,0.2824,415.792,8.31594,Hotta:1984
26,56,0.5553,180,0.2874,452.764,9.05538,Hotta:1984
26,56,0.5553,180,0.2924,489.84,9.7969,Hotta:1984
26,56,0.5553,180,0.2974,526.604,10.53218,Hotta:1984
26,56,0.5553,180,0.3024,562.848,11.25706,Hotta:1984
26,56,0.5553,180,0.3074,597.272,11.94554,Hotta:1984
26,56,0.5553,180,0.3124,629.46,12.5893,Hotta:1984
26,56,0.5553,180,0.3174,659.412,13.18834,Hotta:1984
26,56,0.5553,180,0.3224,685.412,13.70834,Hotta:1984
26,56,0.5553,180,0.3274,707.46,14.1493,Hotta:1984
26,56,0.5553,180,0.3324,726.076,14.52162,Hotta:1984
26,56,0.5553,180,0.3374,739.7,14.7941,Hotta:1984
26,56,0.5553,180,0.3424,749.268,14.98546,Hotta:1984
26,56,0.5553,180,0.3474,756.288,15.12586,Hotta:1984
26,56,0.5553,180,0.3524,759.564,15.19138,Hotta:1984
26,56,0.5553,180,0.3574,762.008,15.24026,Hotta:1984
26,56,0.5553,180,0.3624,762.84,15.2569,Hotta:1984
26,56,0.5553,180,0.3674,765.18,15.3037,Hotta:1984
26,56,0.5553,180,0.3724,768.56,15.3713,Hotta:1984
26,56,0.5553,180,0.3774,776.1,15.5221,Hotta:1984
26,56,0.5553,180,0.3824,787.384,15.74778,Hotta:1984
26,56,0.5553,180,0.3874,805.116,16.10242,Hotta:1984
26,56,0.5553,180,0.3924,828.828,16.57666,Hotta:1984
26,56,0.5553,180,0.3974,860.496,17.21002,Hotta:1984
26,56,0.5553,180,0.4024,899.496,17.99002,Hotta:1984
26,56,0.5553,180,0.4074,946.452,18.92914,Hotta:1984
26,56,0.5553,180,0.4124,1000.74,20.0149,Hotta:1984
26,56,0.5553,180,0.4174,1061.528,21.23066,Hotta:1984
26,56,0.5553,180,0.4224,1129.076,22.58162,Hotta:1984
26,56,0.5553,180,0.4274,1200.784,24.01578,Hotta:1984
26,56,0.16,60,0.015,0,0.0001,Meziani:1984is
26,56,0.16,60,0.02,28328.664,566.57338,Meziani:1984is
26,56,0.16,60,0.025,115949.444,2318.98898,Meziani:1984is
26,56,0.16,60,0.03,180120.928,3602.41866,Meziani:1984is
26,56,0.16,60,0.035,212815.408,4256.30826,Meziani:1984is
26,56,0.16,60,0.04,217707.1,4354.1421,Meziani:1984is
26,56,0.16,60,0.045,199465.032,3989.30074,Meziani:1984is
26,56,0.16,60,0.05,168883.676,3377.67362,Meziani:1984is
26,56,0.16,60,0.055,135571.384,2711.42778,Meziani:1984is
26,56,0.2,60,0.015,0,0.0001,Meziani:1984is
26,56,0.2,60,0.02,16238.872,324.77754,Meziani:1984is
26,56,0.2,60,0.025,75851.62,1517.0325,Meziani:1984is
26,56,0.2,60,0.03,128669.996,2573.40002,Meziani:1984is
26,56,0.2,60,0.035,162430.736,3248.61482,Meziani:1984is
26,56,0.2,60,0.04,182055.016,3641.10042,Meziani:1984is
26,56,0.2,60,0.045,186331.496,3726.63002,Meziani:1984is
26,56,0.2,60,0.05,177701.264,3554.02538,Meziani:1984is
26,56,0.2,60,0.055,160662.06,3213.2413,Meziani:1984is
26,56,0.2,60,0.06,139675.432,2793.50874,Meziani:1984is
26,56,0.2,60,0.065,118034.124,2360.68258,Meziani:1984is
26,56,0.2,60,0.07,97706.7,1954.1341,Meziani:1984is
26,56,0.2,60,0.075,79629.992,1592.59994,Meziani:1984is
26,56,0.2,60,0.08,64099.204,1281.98418,Meziani:1984is
26,56,0.2,60,0.085,51058.904,1021.17818,Meziani:1984is
26,56,0.2,60,0.09,40324.388,806.48786,Meziani:1984is
26,56,0.2,60,0.095,31574.14,631.4829,Meziani:1984is
26,56,0.24,60,0.015,0,0.0001,Meziani:1984is
26,56,0.24,60,0.02,7971.184,159.42378,Meziani:1984is
26,56,0.24,60,0.025,47319.948,946.39906,Meziani:1984is
26,56,0.24,60,0.03,86699.86,1733.9973,Meziani:1984is
26,56,0.24,60,0.035,112763.56,2255.2713,Meziani:1984is
26,56,0.24,60,0.04,132393.664,2647.87338,Meziani:1984is
26,56,0.24,60,0.045,144266.616,2885.33242,Meziani:1984is
26,56,0.24,60,0.05,148209.984,2964.19978,Meziani:1984is
26,56,0.24,60,0.055,145151.032,2903.02074,Meziani:1984is
26,56,0.24,60,0.06,136739.356,2734.78722,Meziani:1984is
26,56,0.24,60,0.065,124859.488,2497.18986,Meziani:1984is
26,56,0.24,60,0.07,111232.784,2224.65578,Meziani:1984is
26,56,0.24,60,0.075,97231.264,1944.62538,Meziani:1984is
26,56,0.24,60,0.08,83754.424,1675.08858,Meziani:1984is
26,56,0.24,60,0.085,71374.732,1427.49474,Meziani:1984is
26,56,0.24,60,0.09,60303.568,1206.07146,Meziani:1984is
26,56,0.24,60,0.095,50667.188,1013.34386,Meziani:1984is
26,56,0.24,60,0.1,42344.848,846.89706,Meziani:1984is
26,56,0.24,60,0.105,35336.496,706.73002,Meziani:1984is
26,56,0.24,60,0.11,29480.048,589.60106,Meziani:1984is
26,56,0.24,60,0.115,24651.328,493.02666,Meziani:1984is
26,56,0.28,60,0.015,0,0.0001,Meziani:1984is
26,56,0.28,60,0.02,857.584,17.15178,Meziani:1984is
26,56,0.28,60,0.025,28420.756,568.41522,Meziani:1984is
26,56,0.28,60,0.03,57071.144,1141.42298,Meziani:1984is
26,56,0.28,60,0.035,75417.108,1508.34226,Meziani:1984is
26,56,0.28,60,0.04,90831.208,1816.62426,Meziani:1984is
26,56,0.28,60,0.045,102654.812,2053.09634,Meziani:1984is
26,56,0.28,60,0.05,110524.128,2210.48266,Meziani:1984is
26,56,0.28,60,0.055,114376.236,2287.52482,Meziani:1984is
26,56,0.28,60,0.06,114421.788,2288.43586,Meziani:1984is
26,56,0.28,60,0.065,111142.824,2222.85658,Meziani:1984is
26,56,0.28,60,0.07,105227.252,2104.54514,Meziani:1984is
26,56,0.28,60,0.075,97468.332,1949.36674,Meziani:1984is
26,56,0.28,60,0.08,88668.008,1773.36026,Meziani:1984is
26,56,0.28,60,0.085,79465.828,1589.31666,Meziani:1984is
26,56,0.28,60,0.09,70396.768,1407.93546,Meziani:1984is
26,56,0.28,60,0.095,61815.052,1236.30114,Meziani:1984is
26,56,0.28,60,0.1,53983.54,1079.6709,Meziani:1984is
26,56,0.28,60,0.105,46905.56,938.1113,Meziani:1984is
26,56,0.28,60,0.11,40650.844,813.01698,Meziani:1984is
26,56,0.28,60,0.115,35283.3,705.6661,Meziani:1984is
26,56,0.28,60,0.12,30583.54,611.6709,Meziani:1984is
26,56,0.28,60,0.125,26569.244,531.38498,Meziani:1984is
26,56,0.28,60,0.13,23295.48,465.9097,Meziani:1984is
26,56,0.28,60,0.135,20461.22,409.2245,Meziani:1984is
26,56,0.28,60,0.14,18122.624,362.45258,Meziani:1984is
26,56,0.28,60,0.145,16366.116,327.32242,Meziani:1984is
26,56,0.28,60,0.15,14866.592,297.33194,Meziani:1984is
26,56,0.28,60,0.155,13856.232,277.12474,Meziani:1984is
26,56,0.34,60,0.015,0,0.0001,Meziani:1984is
26,56,0.34,60,0.02,0,0.0001,Meziani:1984is
26,56,0.34,60,0.025,11524.916,230.49842,Meziani:1984is
26,56,0.34,60,0.03,28639.052,572.78114,Meziani:1984is
26,56,0.34,60,0.035,38736.256,774.72522,Meziani:1984is
26,56,0.34,60,0.04,48039.264,960.78538,Meziani:1984is
26,56,0.34,60,0.045,56308.2,1126.1641,Meziani:1984is
26,56,0.34,60,0.05,63385.244,1267.70498,Meziani:1984is
26,56,0.34,60,0.055,69137.38,1382.7477,Meziani:1984is
26,56,0.34,60,0.06,73448.284,1468.96578,Meziani:1984is
26,56,0.34,60,0.065,76252.592,1525.05194,Meziani:1984is
26,56,0.34,60,0.07,77501.684,1550.03378,Meziani:1984is
26,56,0.34,60,0.075,77201.436,1544.02882,Meziani:1984is
26,56,0.34,60,0.08,75491.832,1509.83674,Meziani:1984is
26,56,0.34,60,0.085,72552.584,1451.05178,Meziani:1984is
26,56,0.34,60,0.09,68642.652,1372.85314,Meziani:1984is
26,56,0.34,60,0.095,64054.38,1281.0877,Meziani:1984is
26,56,0.34,60,0.1,59077.668,1181.55346,Meziani:1984is
26,56,0.34,60,0.105,53971.164,1079.42338,Meziani:1984is
26,56,0.34,60,0.11,48874.852,977.49714,Meziani:1984is
26,56,0.34,60,0.115,44069.532,881.39074,Meziani:1984is
26,56,0.34,60,0.12,39600.808,792.01626,Meziani:1984is
26,56,0.34,60,0.125,35527.492,710.54994,Meziani:1984is
26,56,0.34,60,0.13,31874.388,637.48786,Meziani:1984is
26,56,0.34,60,0.135,28642.016,572.84042,Meziani:1984is
26,56,0.34,60,0.14,25814.828,516.29666,Meziani:1984is
26,56,0.34,60,0.145,23368.072,467.36154,Meziani:1984is
26,56,0.34,60,0.15,21272.836,425.45682,Meziani:1984is
26,56,0.34,60,0.155,19499.064,389.98138,Meziani:1984is
26,56,0.34,60,0.16,18017.948,360.35906,Meziani:1984is
26,56,0.34,60,0.165,16803.124,336.06258,Meziani:1984is
26,56,0.34,60,0.17,15830.776,316.61562,Meziani:1984is
26,56,0.34,60,0.175,15193.308,303.86626,Meziani:1984is
26,56,0.34,60,0.18,14637.584,292.75178,Meziani:1984is
26,56,0.34,60,0.185,14268.904,285.37818,Meziani:1984is
26,56,0.4,60,0.015,0,0.0001,Meziani:1984is
26,56,0.4,60,0.02,0,0.0001,Meziani:1984is
26,56,0.4,60,0.025,3246.516,64.93042,Meziani:1984is
26,56,0.4,60,0.03,11136.632,222.73274,Meziani:1984is
26,56,0.4,60,0.035,17715.464,354.30938,Meziani:1984is
26,56,0.4,60,0.04,22778.756,455.57522,Meziani:1984is
26,56,0.4,60,0.045,27728.48,554.5697,Meziani:1984is
26,56,0.4,60,0.05,32447.272,648.94554,Meziani:1984is
26,56,0.4,60,0.055,36852.504,737.05018,Meziani:1984is
26,56,0.4,60,0.06,40850.212,817.00434,Meziani:1984is
26,56,0.4,60,0.065,44376.176,887.52362,Meziani:1984is
26,56,0.4,60,0.07,47368.1,947.3621,Meziani:1984is
26,56,0.4,60,0.075,49735.764,994.71538,Meziani:1984is
26,56,0.4,60,0.08,51440.168,1028.80346,Meziani:1984is
26,56,0.4,60,0.085,52426.14,1048.5229,Meziani:1984is
26,56,0.4,60,0.09,52637.104,1052.74218,Meziani:1984is
26,56,0.4,60,0.095,52140.244,1042.80498,Meziani:1984is
26,56,0.4,60,0.1,50921.936,1018.43882,Meziani:1984is
26,56,0.4,60,0.105,49136.36,982.7273,Meziani:1984is
26,56,0.4,60,0.11,46872.8,937.4561,Meziani:1984is
26,56,0.4,60,0.115,44191.316,883.82642,Meziani:1984is
26,56,0.4,60,0.12,41343.9,826.8781,Meziani:1984is
26,56,0.4,60,0.125,38408.76,768.1753,Meziani:1984is
26,56,0.4,60,0.13,35395.724,707.91458,Meziani:1984is
26,56,0.4,60,0.135,32560.112,651.20234,Meziani:1984is
26,56,0.4,60,0.14,29893.968,597.87946,Meziani:1984is
26,56,0.4,60,0.145,27327.196,546.54402,Meziani:1984is
26,56,0.4,60,0.15,25087.192,501.74394,Meziani:1984is
26,56,0.4,60,0.155,23092.524,461.85058,Meziani:1984is
26,56,0.4,60,0.16,21343.66,426.8733,Meziani:1984is
26,56,0.4,60,0.165,19701.188,394.02386,Meziani:1984is
26,56,0.4,60,0.17,18397.652,367.95314,Meziani:1984is
26,56,0.4,60,0.175,17302.272,346.04554,Meziani:1984is
26,56,0.4,60,0.18,16399.344,327.98698,Meziani:1984is
26,56,0.4,60,0.185,15557.724,311.15458,Meziani:1984is
26,56,0.4,60,0.19,14990.872,299.81754,Meziani:1984is
26,56,0.4,60,0.195,14573.728,291.47466,Meziani:1984is
26,56,0.4,60,0.2,14294.748,285.89506,Meziani:1984is
26,56,0.4,60,0.205,14143.948,282.87906,Meziani:1984is
26,56,0.4,60,0.21,14034.644,280.69298,Meziani:1984is
26,56,0.4,60,0.215,14119.404,282.38818,Meziani:1984is
26,56,0.4,60,0.22,14307.488,286.14986,Meziani:1984is
